第0世代
,f1,f2,front
151.54,1.41792,82,11
147.583,7.91657,93,11
151.535,1.52022,82,11
149.753,5.42169,89,11
146.045,12.0482,100,11
154.425,0.60241,81,12
145.668,18.9186,100,12
151.78,1.20482,82,12
154.425,0.704701,81,12
148.913,6.0241,90,12
145.673,17.3576,100,12
151.658,1.41792,82,12
145.715,15.2691,97,12
150.78,2.40964,84,12
149.753,5.42169,89,12
146.152,12.0482,100,12
146.583,10.4029,97,12
148.525,7.22891,92,12
147.402,8.43373,94,12
147.832,7.83133,93,12
146.025,13.753,100,12
146.71,10.241,97,12
147.122,9.75789,96,12
150.147,3.86446,85,12
150.718,2.86044,84,12
145.913,14.6054,100,12
150.035,4.30622,84,12
150.27,3.01205,85,12
148.152,7.22892,92,12
147.337,9.28042,93,12
146.035,12.6596,100,12
147.658,8.08132,92,12
149.913,5.08621,84,12
150.02,4.91292,85,12
150.152,3.09729,85,12
147.333,9.53614,93,12
145.965,14.1327,97,12
148.153,7.22892,92,12
146.045,12.1529,100,12
147.128,9.63855,96,12
147.705,7.91657,93,12
145.918,14.3227,100,12
150.775,2.65964,83,12
146.04,12.5616,100,12
146.71,10.3886,93,12
150.163,3.01205,85,12
154.425,0.60241,81,13
145.668,20.9729,100,13
151.785,1.20482,82,13
154.425,0.60241,81,13
145.715,16.2078,97,13
145.673,20.3616,100,13
150.855,2.40964,84,13
151.663,1.41792,82,13
148.652,7.22891,92,13
149.753,5.56218,89,13
145.918,14.6054,100,13
148.917,6.0241,90,13
146.583,12.031,97,13
150.152,3.51205,83,13
145.965,14.1349,97,13
150.27,3.01205,85,13
148.913,6.0241,90,13
148.158,7.22892,92,13
146.035,12.9006,100,13
150.147,4.71687,85,13
147.52,8.43373,94,13
147.402,9.03042,94,13
146.587,10.6918,97,13
148.153,7.76074,92,13
147.133,10.0894,96,13
147.658,8.08132,92,13
147.337,9.53614,93,13
146.832,10.241,97,13
150.035,4.80211,85,13
147.143,9.63855,96,13
146.163,12.0482,100,13
149.992,5.42169,89,13
147.833,7.83133,93,13
146.045,12.1707,100,13
150.27,3.01205,85,13
146.045,12.6596,100,13
149.87,5.42169,89,13
147.832,7.93362,93,13
146.628,10.6529,96,13
146.71,10.4029,97,13
146.71,10.2771,93,13
146.158,12.0482,100,13
154.43,0.60241,81,14
145.673,21.4929,100,14
151.908,1.20482,82,14
154.425,0.60241,81,14
145.715,17.0602,97,14
148.918,6.0241,90,14
150.908,2.40964,84,14
149.913,5.55503,84,14
151.728,1.80723,83,14
148.653,7.22891,92,14
146.035,12.9006,100,14
146.025,14.6054,100,14
146.587,10.8537,97,14
146.275,12.0482,100,14
150.515,3.01205,85,14
146.833,10.241,97,14
150.035,4.91292,85,14
150.152,3.9497,85,14
145.908,16.3102,100,14
147.52,8.43373,94,14
147.168,9.64187,94,14
147.96,7.83133,93,14
145.965,15.0067,97,14
145.918,15.832,100,14
148.158,7.22892,92,14
150.253,3.61446,86,14
150.275,3.01205,85,14
148.275,7.22892,92,14
147.833,8.3513,93,14
146.045,12.1707,100,14
151.78,1.41792,82,14
147.337,9.53614,93,14
147.46,9.05422,93,14
146.715,10.4908,93,14
147.902,8.16657,92,14
147.46,9.21484,93,14
149.993,5.42169,89,14
147.245,9.63855,96,14
146.158,12.0482,100,14
146.71,10.8524,97,14
149.982,5.42169,89,14
146.71,10.8524,97,14
146.163,12.0482,100,14
154.552,0.60241,81,15
145.673,21.5611,100,15
151.913,1.20482,82,15
154.43,0.60241,81,15
145.715,17.0937,97,15
149.035,6.0241,90,15
150.973,2.40964,84,15
148.77,7.22891,92,15
151.76,1.80723,83,15
149.992,5.42169,89,15
145.918,16.3723,100,15
146.025,14.6054,100,15
146.035,12.9006,100,15
146.71,11.0037,93,15
147.525,8.43373,94,15
146.617,11.9141,96,15
145.965,15.0114,97,15
150.525,3.01205,85,15
147.46,9.28042,93,15
150.285,3.42817,84,15
147.955,8.36315,93,15
第29世代
,f1,f2,front
153.303,0.60241,81,0
145.647,13.2711,100,0
150.163,1.20482,82,0
148.163,6.0241,90,0
146.71,7.83133,93,0
149.393,3.01205,85,0
146.622,9.63855,96,0
149.663,2.40964,84,0
149.125,5.42169,89,0
149.11,5.42169,89,0
147.648,7.22892,92,0
145.96,10.241,97,0
147.652,7.22891,92,0
145.71,10.4029,97,0
145.668,12.0482,100,0
145.652,12.9858,100,0
145.658,12.0482,100,0
145.71,10.241,97,0
145.667,12.0482,100,0
153.68,0.60241,81,1
145.647,13.8825,100,1
150.535,1.20482,82,1
153.303,0.60241,81,1
149.125,5.42169,89,1
149.397,3.53202,85,1
146.628,9.63855,96,1
149.37,5.42169,89,1
146.715,7.83133,93,1
150.167,1.41792,82,1
148.167,6.0241,90,1
147.652,7.22892,92,1
147.658,7.22891,92,1
148.163,6.0241,90,1
149.913,2.40964,84,1
146.71,7.93362,93,1
145.71,11.0144,97,1
145.658,12.9006,100,1
145.715,10.241,97,1
146.21,10.241,97,1
149.663,2.54603,84,1
146.622,10.1704,96,1
145.673,12.0482,100,1
149.408,3.01205,85,1
145.663,12.0482,100,1
149.402,3.01205,85,1
145.668,12.0482,100,1
153.68,0.60241,81,2
145.652,18.0151,100,2
150.663,1.20482,82,2
148.168,6.0241,90,2
145.658,12.9006,100,2
149.37,5.42169,89,2
150.04,2.40964,84,2
146.96,7.83133,93,2
150.413,1.41792,82,2
149.402,4.91292,85,2
149.408,3.01205,85,2
147.663,7.22891,92,2
145.918,12.0482,100,2
146.647,9.63855,96,2
147.653,7.76074,92,2
146.337,10.241,97,2
145.96,10.4029,97,2
146.715,8.36315,93,2
149.663,2.54996,84,2
146.71,8.78603,93,2
145.673,12.0482,100,2
149.643,3.01205,85,2
145.96,10.241,97,2
145.663,12.9006,100,2
149.37,5.42169,89,2
147.658,7.22892,92,2
153.802,0.60241,81,3
145.658,13.2711,100,3
150.785,1.20482,82,3
148.413,6.0241,90,3
149.408,3.53202,85,3
145.96,10.7543,97,3
147.903,7.22891,92,3
150.163,2.40964,84,3
149.37,5.58041,89,3
146.46,10.241,97,3
149.375,5.42169,89,3
149.647,3.01205,85,3
145.673,12.0482,100,3
147.658,7.22892,92,3
146.96,7.83133,93,3
146.715,8.44277,93,3
150.413,1.86872,82,3
146.71,9.25583,93,3
146.087,10.241,97,3
145.662,12.9006,100,3
150.54,1.41792,82,3
146.96,7.83133,93,3
149.413,3.01205,85,3
145.673,12.0482,100,3
146.71,9.05422,93,3
147.663,7.22892,92,3
149.37,5.42169,89,3
153.803,0.60241,81,4
145.658,13.753,100,4
150.79,1.20482,82,4
150.285,2.40964,84,4
149.413,4.91292,85,4
149.647,3.01205,85,4
148.417,6.0241,90,4
149.37,5.42169,89,4
145.965,10.8524,97,4
147.908,7.22891,92,4
148.413,6.0241,90,4
150.658,1.41792,82,4
146.71,9.28042,93,4
146.21,10.241,97,4
146.96,7.93362,93,4
146.715,9.05422,93,4
145.673,12.1505,100,4
145.908,12.0482,100,4
149.648,3.01205,85,4
147.658,7.73184,92,4
147.083,7.83133,93,4
146.21,10.4029,97,4
147.663,7.22892,92,4
149.375,5.42169,89,4
145.673,12.0482,100,4
147.898,7.22892,92,4
149.375,5.42169,89,4
153.803,0.60241,81,5
145.658,13.8825,100,5
150.908,1.20482,82,5
153.803,1.05321,81,5
148.418,6.0241,90,5
150.535,2.40964,84,5
149.663,3.01205,85,5
149.37,5.55808,89,5
149.647,3.96675,85,5
148.03,7.22891,92,5
146.332,10.241,97,5
150.663,1.41792,82,5
149.643,5.28756,85,5
145.965,11.0144,97,5
145.715,12.5254,97,5
147.087,7.83133,93,5
146.71,9.66566,93,5
146.872,9.63855,96,5
146.96,8.68373,93,5
145.913,12.0482,100,5
147.902,7.22892,92,5
147.658,7.76074,92,5
145.71,13.3778,97,5
147.663,7.73184,92,5
147.082,8.33425,93,5
146.21,10.8524,97,5
145.902,12.0482,100,5
149.497,5.42169,89,5
146.21,10.8524,97,5
146.96,8.44277,93,5
145.663,13.753,100,5
145.673,13.4519,100,5
154.052,0.60241,81,6
145.658,13.8979,100,6
151.035,1.20482,82,6
148.535,6.0241,90,6
149.503,5.42169,89,6
149.652,4.91292,85,6
148.03,7.22891,92,6
149.663,3.01205,85,6
145.673,13.4519,100,6
150.535,2.55013,84,6
147.21,7.83133,93,6
149.76,3.01205,85,6
146.333,10.241,97,6
145.902,12.1334,100,6
147.898,7.76074,92,6
150.663,1.65562,82,6
146.21,11.0934,97,6
146.833,10.241,97,6
146.96,8.78603,93,6
146.087,11.2553,97,6
146.883,9.63855,96,6
150.605,2.40964,84,6
146.045,12.0482,100,6
150.908,1.41792,82,6
147.147,8.43373,94,6
146.867,9.74322,96,6
146.965,8.44277,93,6
147.902,7.22892,92,6
145.663,13.753,100,6
145.918,12.0482,100,6
147.908,7.22892,92,6
145.908,12.0482,100,6
154.053,0.60241,81,7
145.658,14.494,100,7
151.28,1.20482,82,7
154.052,0.60241,81,7
148.54,6.0241,90,7
150.62,2.40964,84,7
149.663,3.52543,85,7
147.333,7.83133,93,7
149.503,5.42169,89,7
150.913,1.41792,82,7
149.62,5.42169,89,7
148.158,7.22891,92,7
146.215,11.4639,97,7
149.883,3.01205,85,7
147.903,7.22892,92,7
146.872,10.1704,96,7
146.333,10.3262,97,7
146.888,9.63855,96,7
147.148,8.43373,94,7
145.913,12.9006,100,7
145.715,13.5213,97,7
146.337,10.241,97,7
145.923,12.6596,100,7
145.663,13.8383,100,7
146.087,11.9458,97,7
149.775,3.01205,85,7
146.96,9.05422,93,7
146.02,12.0482,100,7
147.082,8.78603,93,7
146.965,8.9746,93,7
147.087,8.68373,93,7
148.025,7.22892,92,7
145.71,13.6506,97,7
146.025,12.0482,100,7
154.18,0.60241,81,8
145.658,14.6054,100,8
151.285,1.20482,82,8
148.658,6.0241,90,8
150.62,2.40964,84,8
147.337,7.83133,93,8
150.918,1.41792,82,8
148.275,7.22891,92,8
149.62,5.42169,89,8
149.663,4.36738,85,8
146.96,10.1297,93,8
146.965,8.99335,93,8
149.918,3.01205,85,8
147.152,8.43373,94,8
147.908,7.22892,92,8
149.76,3.52543,85,8
146.333,11.0934,97,8
146.46,10.241,97,8
145.715,13.5235,97,8
146.215,11.6258,97,8
145.913,12.9858,100,8
145.668,13.8723,100,8
149.625,5.42169,89,8
145.923,12.6596,100,8
146.337,10.4029,97,8
146.025,12.0482,100,8
149.78,3.01205,85,8
145.663,14.6054,100,8
146.087,11.9458,97,8
148.03,7.22892,92,8
146.025,12.0482,100,8
154.303,0.60241,81,9
145.658,15.3268,100,9
151.408,1.20482,82,9
154.18,0.60241,81,9
148.663,6.0241,90,9
149.663,4.39556,85,9
150.663,2.40964,84,9
148.28,7.22891,92,9
149.62,5.42169,89,9
150.01,3.01205,85,9
146.337,11.0934,97,9
145.715,13.6506,97,9
151.025,2.15952,82,9
151.035,1.41792,82,9
149.78,3.09729,85,9
146.965,9.84644,93,9
147.153,8.43373,94,9
146.295,12.0482,100,9
146.46,10.241,97,9
147.908,7.76074,92,9
145.923,12.9006,100,9
146.035,12.0482,100,9
147.337,7.83133,93,9
149.625,5.42169,89,9
146.46,10.4029,97,9
145.923,12.6596,100,9
147.46,7.83133,93,9
145.673,14.3237,100,9
147.143,9.03042,94,9
147.087,9.28042,93,9
147.01,9.63855,96,9
147.913,7.22892,92,9
145.667,14.7077,100,9
148.035,7.22892,92,9
149.79,3.01205,85,9
145.668,14.6054,100,9
149.625,5.42169,89,9
154.303,0.60241,81,10
145.658,15.4578,100,10
151.535,1.20482,82,10
154.303,0.60241,81,10
148.785,6.0241,90,10
149.747,5.42169,89,10
149.78,3.11434,85,10
148.28,7.22891,92,10
149.62,5.54409,89,10
146.582,10.241,97,10
146.46,11.0934,97,10
147.397,8.43373,94,10
150.025,3.01205,85,10
150.717,2.51193,84,10
151.035,1.86872,82,10
146.418,12.0482,100,10
151.158,1.41792,82,10
147.913,7.31416,92,10
147.21,9.23499,93,10
146.965,9.86727,93,10
150.723,2.40964,84,10
147.583,7.83133,93,10
145.715,14.4,97,10
145.96,12.8664,97,10
145.897,13.8825,100,10
146.035,12.0482,100,10
145.923,12.9006,100,10
147.582,7.93362,93,10
145.673,14.7693,100,10
145.918,13.753,100,10
146.045,12.0482,100,10
147.015,9.63855,96,10
149.902,3.01205,85,10
147.148,9.37139,94,10
147.087,9.53614,93,10
148.03,7.22892,92,10
145.71,14.6479,97,10
148.147,7.22892,92,10
145.913,13.753,100,10
154.425,0.60241,81,11
145.658,16.0204,100,11
151.658,1.20482,82,11
146.583,10.3262,97,11
145.715,14.503,97,11
146.045,12.0482,100,11
148.403,7.22891,92,11
148.79,6.0241,90,11
149.747,5.42169,89,11
151.035,2.02937,82,11
149.892,4.71687,85,11
149.913,3.01205,85,11
151.408,1.41792,82,11
148.785,6.0241,90,11
150.717,2.86044,84,11
147.21,9.28042,93,11
147.398,8.43373,94,11
150.03,3.01205,85,11
145.918,13.753,100,11
150.743,2.40964,84,11
148.025,7.74889,92,11
147.02,9.63855,96,11
146.71,10.241,97,11
146.025,12.9006,100,11
148.152,7.22892,92,11
149.78,4.81916,85,11
146.035,12.0482,100,11
147.582,8.33425,93,11
147.71,7.83133,93,11
145.96,13.3778,97,11
147.128,9.63855,96,11
149.753,5.42169,89,11
147.583,7.91657,93,11
145.965,13.1369,97,11
147.658,7.84036,92,11
146.633,10.25,96,11
146.045,12.0482,100,11
154.425,0.60241,81,12
145.663,17.9602,100,12
151.775,1.20482,82,12
154.425,0.60241,81,12
148.913,6.0241,90,12
149.753,5.42169,89,12
146.152,12.0482,100,12
145.668,16.4872,100,12
146.583,10.4029,97,12
148.52,7.22891,92,12
149.902,4.91292,85,12
145.715,15.2691,97,12
151.29,2.37263,82,12
149.913,3.09729,85,12
151.413,1.41792,82,12
147.122,9.63855,96,12
147.402,8.43373,94,12
150.718,2.86044,84,12
146.025,13.753,100,12
146.71,10.241,97,12
150.04,3.01205,85,12
148.025,7.76074,92,12
145.913,14.6054,100,12
150.78,2.40964,84,12
147.337,9.28042,93,12
146.035,12.6596,100,12
147.658,8.08132,92,12
147.71,7.83133,93,12
148.152,7.22892,92,12
147.333,9.53614,93,12
145.965,14.1327,97,12
146.045,12.1529,100,12
148.153,7.22892,92,12
145.918,14.3227,100,12
150.775,2.65964,83,12
146.04,12.5616,100,12
146.71,10.3886,93,12
147.705,7.91657,93,12
150.025,3.01205,85,12
145.663,18.1429,100,13
154.425,0.60241,81,13
151.78,1.20482,82,13
154.425,0.704701,81,13
150.855,2.40964,84,13
145.715,16.2078,97,13
148.525,7.22891,92,13
145.918,14.6054,100,13
149.913,3.83414,84,13
149.753,5.56218,89,13
151.478,1.80723,83,13
150.152,3.01205,85,13
146.583,12.031,97,13
148.917,6.0241,90,13
145.673,16.9392,100,13
148.913,6.0241,90,13
145.965,14.1349,97,13
149.902,5.26569,85,13
146.035,12.9006,100,13
146.587,10.6918,97,13
147.402,9.03042,94,13
147.52,8.43373,94,13
146.832,10.241,97,13
147.832,7.83133,93,13
150.035,3.01205,85,13
148.158,7.22892,92,13
148.153,7.76074,92,13
147.658,8.08132,92,13
147.122,9.75789,96,13
147.337,9.53614,93,13
146.163,12.0482,100,13
146.045,12.1707,100,13
151.54,1.41792,82,13
146.045,12.6596,100,13
147.128,9.63855,96,13
149.87,5.42169,89,13
146.705,10.4029,97,13
146.628,10.6529,96,13
151.535,1.52022,82,13
146.71,10.2771,93,13
146.158,12.0482,100,13
154.425,0.60241,81,13
154.43,0.60241,81,14
145.668,18.9186,100,14
151.785,1.20482,82,14
154.425,0.60241,81,14
148.918,6.0241,90,14
150.908,2.40964,84,14
149.913,5.08621,84,14
151.535,2.15952,82,14
146.587,10.6918,97,14
148.525,7.22891,92,14
146.035,12.9006,100,14
146.025,14.6054,100,14
146.275,12.0482,100,14
150.265,3.01205,85,14
150.035,3.52543,85,14
145.673,17.3576,100,14
147.52,8.43373,94,14
150.02,4.91292,85,14
145.908,16.3102,100,14
145.715,17.0602,97,14
148.158,7.22892,92,14
151.658,1.41792,82,14
145.965,15.0067,97,14
145.918,15.832,100,14
147.833,7.83133,93,14
147.832,7.93362,93,14
147.133,10.0894,96,14
146.833,10.241,97,14
146.045,12.1707,100,14
147.337,9.53614,93,14
150.147,3.01205,85,14
147.143,9.63855,96,14
146.71,10.4029,97,14
147.46,9.05422,93,14
148.275,7.22892,92,14
147.46,9.21484,93,14
146.158,12.0482,100,14
146.163,12.0482,100,14
154.552,0.60241,81,15
145.668,20.9729,100,15
151.908,1.20482,82,15
154.43,0.60241,81,15
150.973,2.40964,84,15
145.715,17.0937,97,15
149.035,6.0241,90,15
145.673,20.3616,100,15
151.663,1.41792,82,15
148.652,7.22891,92,15
149.913,5.55503,84,15
145.918,16.3102,100,15
150.27,3.01205,85,15
第30世代
,f1,f2,front
153.303,0.60241,81,0
145.647,13.2711,100,0
150.163,1.20482,82,0
148.163,6.0241,90,0
146.71,7.83133,93,0
146.622,9.63855,96,0
149.393,3.01205,85,0
149.663,2.40964,84,0
149.125,5.42169,89,0
145.71,10.241,97,0
149.11,5.42169,89,0
147.648,7.22892,92,0
147.652,7.22891,92,0
145.71,10.4029,97,0
145.668,12.0482,100,0
145.652,12.9858,100,0
145.658,12.0482,100,0
145.663,12.0482,100,0
153.68,0.60241,81,1
145.647,13.8825,100,1
150.535,1.20482,82,1
153.303,0.60241,81,1
149.125,5.42169,89,1
146.628,9.63855,96,1
149.397,3.53202,85,1
149.37,5.42169,89,1
150.163,1.41792,82,1
148.167,6.0241,90,1
146.715,7.83133,93,1
147.652,7.22892,92,1
147.658,7.22891,92,1
148.163,6.0241,90,1
149.913,2.40964,84,1
146.71,7.83133,93,1
145.71,11.0144,97,1
145.658,12.9006,100,1
146.622,10.1704,96,1
145.96,10.241,97,1
149.663,2.54603,84,1
145.71,10.241,97,1
145.673,12.0482,100,1
149.408,3.01205,85,1
145.663,12.0482,100,1
149.402,3.01205,85,1
145.667,12.0482,100,1
153.68,0.60241,81,2
145.652,18.0151,100,2
150.658,1.20482,82,2
153.68,0.60241,81,2
148.168,6.0241,90,2
145.658,12.9006,100,2
146.647,9.63855,96,2
149.37,5.42169,89,2
145.715,10.241,97,2
146.21,10.241,97,2
150.167,1.41792,82,2
149.402,4.91292,85,2
149.408,3.01205,85,2
147.663,7.22891,92,2
150.035,2.40964,84,2
147.653,7.76074,92,2
146.96,7.83133,93,2
146.71,7.93362,93,2
145.673,12.0482,100,2
149.663,2.54996,84,2
149.643,3.01205,85,2
145.663,12.9006,100,2
145.668,12.0482,100,2
146.715,7.83133,93,2
149.37,5.42169,89,2
147.658,7.22892,92,2
153.802,0.60241,81,3
145.658,13.2711,100,3
150.663,1.20482,82,3
148.413,6.0241,90,3
146.337,10.241,97,3
149.408,3.53202,85,3
146.71,8.78603,93,3
145.96,10.241,97,3
147.903,7.22891,92,3
150.04,2.40964,84,3
145.918,12.0482,100,3
149.37,5.42169,89,3
149.375,5.42169,89,3
147.658,7.22892,92,3
146.96,7.83133,93,3
149.647,3.01205,85,3
150.167,1.52022,82,3
146.715,8.36315,93,3
145.662,12.9006,100,3
150.413,1.41792,82,3
146.96,7.83133,93,3
149.413,3.01205,85,3
145.673,12.0482,100,3
145.673,12.0482,100,3
147.663,7.22892,92,3
149.37,5.42169,89,3
153.803,0.60241,81,4
145.658,13.753,100,4
150.785,1.20482,82,4
153.802,0.60241,81,4
149.413,4.91292,85,4
150.163,2.40964,84,4
149.417,3.01205,85,4
146.46,10.241,97,4
149.37,5.58041,89,4
145.908,12.0482,100,4
147.908,7.22891,92,4
148.413,6.0241,90,4
148.417,6.0241,90,4
145.96,10.4029,97,4
149.648,3.01205,85,4
145.673,12.1505,100,4
150.413,1.86872,82,4
146.71,9.25583,93,4
147.658,7.73184,92,4
146.715,8.44277,93,4
147.083,7.83133,93,4
150.54,1.41792,82,4
146.96,7.93362,93,4
145.96,10.241,97,4
147.663,7.22892,92,4
146.71,9.05422,93,4
149.375,5.42169,89,4
145.673,12.0482,100,4
147.898,7.22892,92,4
149.37,5.42169,89,4
149.375,5.42169,89,4
153.803,0.60241,81,5
145.658,13.753,100,5
153.803,1.05321,81,5
150.79,1.20482,82,5
148.418,6.0241,90,5
150.285,2.40964,84,5
146.087,10.241,97,5
149.643,5.28756,85,5
149.37,5.55808,89,5
149.647,3.01205,85,5
146.71,9.28042,93,5
145.96,10.7543,97,5
148.03,7.22891,92,5
150.658,1.41792,82,5
145.715,12.5254,97,5
149.663,3.01205,85,5
147.087,7.83133,93,5
145.913,12.0482,100,5
147.658,7.76074,92,5
146.96,8.68373,93,5
146.715,9.05422,93,5
145.71,13.3778,97,5
147.663,7.73184,92,5
147.897,7.22892,92,5
147.082,8.33425,93,5
145.902,12.0482,100,5
149.497,5.42169,89,5
146.96,8.44277,93,5
145.673,13.4519,100,5
145.663,13.753,100,5
147.902,7.22892,92,5
154.052,0.60241,81,6
145.658,13.8825,100,6
150.908,1.20482,82,6
148.535,6.0241,90,6
149.503,5.42169,89,6
150.535,2.40964,84,6
149.647,3.96675,85,6
148.03,7.22891,92,6
145.965,10.8524,97,6
145.673,13.4519,100,6
149.668,3.01205,85,6
147.21,7.83133,93,6
150.663,1.41792,82,6
145.902,12.1334,100,6
147.898,7.76074,92,6
146.71,9.66566,93,6
146.21,10.241,97,6
146.96,8.78603,93,6
145.918,12.0482,100,6
146.872,9.63855,96,6
146.21,10.4029,97,6
147.087,8.3513,93,6
149.662,3.01205,85,6
146.965,8.44277,93,6
147.902,7.22892,92,6
145.663,13.753,100,6
147.908,7.22892,92,6
145.908,12.0482,100,6
154.053,0.60241,81,7
145.658,13.8979,100,7
150.913,1.20482,82,7
154.052,0.60241,81,7
148.54,6.0241,90,7
149.652,4.91292,85,7
147.21,7.83133,93,7
149.503,5.42169,89,7
145.965,11.0144,97,7
149.663,3.01205,85,7
148.158,7.22891,92,7
145.923,12.6596,100,7
150.535,2.55013,84,7
147.903,7.22892,92,7
149.76,3.01205,85,7
146.332,10.241,97,7
150.663,1.65562,82,7
146.833,10.241,97,7
145.913,12.9006,100,7
150.605,2.40964,84,7
145.715,13.5213,97,7
147.147,8.43373,94,7
150.908,1.41792,82,7
146.883,9.63855,96,7
146.21,10.8524,97,7
146.96,9.05422,93,7
149.62,5.42169,89,7
146.867,9.74322,96,7
146.21,10.8524,97,7
147.082,8.78603,93,7
146.965,8.9746,93,7
147.087,8.68373,93,7
148.025,7.22892,92,7
145.71,13.6506,97,7
145.663,13.8383,100,7
154.18,0.60241,81,8
145.658,14.494,100,8
151.035,1.20482,82,8
148.658,6.0241,90,8
150.62,2.40964,84,8
149.663,3.52543,85,8
147.333,7.83133,93,8
148.275,7.22891,92,8
149.62,5.42169,89,8
146.333,10.241,97,8
149.883,3.01205,85,8
149.625,5.42169,89,8
150.913,1.41792,82,8
147.148,8.43373,94,8
147.908,7.22892,92,8
145.965,11.4639,97,8
145.923,12.6596,100,8
146.872,10.1704,96,8
146.21,11.0934,97,8
145.715,13.5235,97,8
145.913,12.9858,100,8
146.965,8.99335,93,8
146.888,9.63855,96,8
149.775,3.01205,85,8
146.96,9.28042,93,8
146.087,11.2553,97,8
145.663,13.8825,100,8
148.03,7.22892,92,8
145.668,13.8723,100,8
151.025,1.30711,82,8
154.303,0.60241,81,9
145.658,14.6054,100,9
151.158,1.20482,82,9
154.18,0.60241,81,9
148.663,6.0241,90,9
150.62,2.40964,84,9
148.28,7.22891,92,9
149.62,5.42169,89,9
149.663,4.36738,85,9
150.918,1.41792,82,9
146.215,11.4639,97,9
149.918,3.01205,85,9
147.337,7.83133,93,9
149.76,3.52543,85,9
147.908,7.76074,92,9
147.152,8.43373,94,9
145.715,13.6506,97,9
146.333,10.3262,97,9
146.96,10.1297,93,9
146.337,10.241,97,9
149.625,5.42169,89,9
145.913,13.2711,100,9
145.673,14.3237,100,9
145.923,12.6596,100,9
147.143,9.03042,94,9
146.087,11.9458,97,9
147.087,9.28042,93,9
146.02,12.0482,100,9
149.78,3.01205,85,9
147.01,9.63855,96,9
147.913,7.22892,92,9
145.923,12.9006,100,9
148.035,7.22892,92,9
146.965,9.84644,93,9
145.663,14.6054,100,9
146.045,12.0482,100,9
146.025,12.0482,100,9
149.625,5.42169,89,9
154.303,0.60241,81,10
145.658,15.3268,100,10
151.28,1.20482,82,10
154.303,0.60241,81,10
148.785,6.0241,90,10
149.62,5.54409,89,10
149.663,4.39556,85,10
150.663,2.40964,84,10
148.28,7.22891,92,10
150.01,3.01205,85,10
147.153,8.43373,94,10
151.025,2.15952,82,10
146.46,10.241,97,10
149.78,3.09729,85,10
147.913,7.31416,92,10
146.965,9.86727,93,10
147.46,7.83133,93,10
146.333,11.0934,97,10
151.035,1.41792,82,10
146.215,11.6258,97,10
147.148,9.37139,94,10
147.337,7.83133,93,10
145.715,14.4,97,10
146.337,10.4029,97,10
145.96,12.8664,97,10
145.897,13.8825,100,10
145.923,12.9006,100,10
146.025,12.0482,100,10
145.918,13.753,100,10
145.667,14.7077,100,10
146.087,11.9458,97,10
147.015,9.63855,96,10
147.087,9.53614,93,10
148.03,7.22892,92,10
149.79,3.01205,85,10
148.147,7.22892,92,10
145.668,14.6054,100,10
146.045,12.0482,100,10
145.913,13.753,100,10
146.025,12.0482,100,10
154.425,0.60241,81,11
145.658,15.4578,100,11
151.285,1.20482,82,11
149.747,5.42169,89,11
149.78,3.11434,85,11
148.403,7.22891,92,11
148.79,6.0241,90,11
147.397,8.43373,94,11
146.337,11.0934,97,11
150.025,3.01205,85,11
148.785,6.0241,90,11
150.717,2.51193,84,11
147.02,9.63855,96,11
151.035,1.86872,82,11
146.46,10.241,97,11
147.21,9.23499,93,11
147.913,7.40792,92,11
145.918,13.753,100,11
146.295,12.0482,100,11
146.035,12.0482,100,11
145.715,14.503,97,11
146.025,12.9006,100,11
150.723,2.40964,84,11
151.158,1.41792,82,11
147.583,7.83133,93,11
146.46,10.4029,97,11
147.582,7.93362,93,11
145.673,14.7693,100,11
147.087,9.53614,93,11
145.96,13.3778,97,11
145.965,13.1369,97,11
148.147,7.22892,92,11
149.902,3.01205,85,11
148.152,7.22892,92,11
145.71,14.6479,97,11
154.425,0.60241,81,12
145.658,16.0204,100,12
151.408,1.20482,82,12
154.425,0.60241,81,12
148.913,6.0241,90,12
145.918,13.753,100,12
146.582,10.241,97,12
148.52,7.22891,92,12
146.46,11.0934,97,12
149.747,5.42169,89,12
151.035,2.02937,82,12
